Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
110,Francisco Calvo\Francisco-Calvo,cr CRC,DF,Minnesota,26,1992,7,7,629,7.0,1,0,1,0,0,4,1,0.14,0.00,0.14,0.14,0.14,0.8,0.8,0.2,1.1,0.12,0.03,0.15,0.12,0.15,Matches
111,Rudy Camacho\Rudy-Camacho,fr FRA,DF,Montreal,27,1991,17,16,1463,16.3,1,0,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,1.1,1.1,0.3,1.4,0.07,0.02,0.08,0.07,0.08,Matches
112,Jonathan Campbell\Jonathan-Campbell,us USA,DF,Seattle,25,1993,4,4,360,4.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
113,Diego Campos\Diego-Campos,cr CRC,DF,Chicago,23,1995,10,5,440,4.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.05,0.06,0.00,0.06,Matches
114,Reggie Cannon\Reggie-Cannon,us USA,DF,FC Dallas,20,1998,28,26,2268,25.2,1,1,1,0,0,7,0,0.04,0.04,0.08,0.04,0.08,0.5,0.5,1.7,2.2,0.02,0.07,0.09,0.02,0.09,Matches
115,Russell Canouse\Russell-Canouse,us USA,MFDF,D.C. United,23,1995,26,25,2146,23.8,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.3,0.9,0.02,0.01,0.04,0.02,0.04,Matches
116,Andrew Carleton\Andrew-Carleton,us USA,MFFW,Atlanta,18,2000,3,0,67,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matches
117,Servando Carrasco\Servando-Carrasco,us USA,MF,LA Galaxy,30,1988,16,3,396,4.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.04,0.04,0.00,0.04,Matches
118,Julio Cascante\Julio-Cascante,cr CRC,DF,Portland,25,1993,22,16,1442,16.0,0,1,0,0,0,4,1,0.00,0.06,0.06,0.00,0.06,0.8,0.8,0.8,1.6,0.05,0.05,0.10,0.05,0.10,Matches
119,Cristian Cásseres Jr.\Cristian-Casseres-Jr,ve VEN,MF,NY Red Bulls,19,2000,23,21,1797,20.0,3,3,3,0,0,5,0,0.15,0.15,0.30,0.15,0.30,1.7,1.7,2.0,3.7,0.09,0.10,0.19,0.09,0.19,Matches
120,Valentín Castellanos\Valentin-Castellanos,ar ARG,FW,NYCFC,20,1998,30,23,2048,22.8,11,6,11,0,0,7,0,0.48,0.26,0.75,0.48,0.75,6.7,6.7,3.0,9.7,0.30,0.14,0.44,0.30,0.44,Matches
121,Edgar Castillo\Edgar-Castillo,us USA,DF,New England,32,1986,20,20,1689,18.8,0,5,0,0,0,2,0,0.00,0.27,0.27,0.00,0.27,0.6,0.6,2.1,2.7,0.03,0.11,0.14,0.03,0.14,Matches
122,Emanuel Cecchini\Emanuel-Cecchini,ar ARG,MF,Seattle,22,1996,4,1,157,1.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.06,0.07,0.12,0.06,0.12,Matches
123,Darwin Cerén\Darwin-Ceren,sv SLV,MF,Houston,29,1989,13,5,536,6.0,1,0,1,0,0,1,0,0.17,0.00,0.17,0.17,0.17,0.2,0.2,0.3,0.5,0.03,0.05,0.08,0.03,0.08,Matches
124,Edwin Cerrillo\Edwin-Cerrillo,us USA,MF,FC Dallas,18,2000,12,11,916,10.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.3,0.01,0.01,0.03,0.01,0.03,Matches
125,Thomás Chacón\Thomas-Chacon,uy URU,FW,Minnesota,18,2000,2,1,85,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.3,0.25,0.04,0.28,0.25,0.28,Matches
126,Maxime Chanot\Maxime-Chanot,lu LUX,DF,NYCFC,29,1989,31,31,2790,31.0,0,0,0,0,0,11,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.2,0.9,0.02,0.01,0.03,0.02,0.03,Matches
127,Jay Chapman\Jay-Chapman,ca CAN,MFFW,Toronto FC,25,1994,17,5,529,5.9,2,2,2,0,0,1,0,0.34,0.34,0.68,0.34,0.68,0.6,0.6,1.4,2.0,0.11,0.23,0.34,0.11,0.34,Matches
128,Diego Chará\Diego-Chara,co COL,MF,Portland,32,1986,30,29,2606,29.0,0,1,0,0,0,12,1,0.00,0.03,0.03,0.00,0.03,1.3,1.3,1.7,3.0,0.05,0.06,0.11,0.05,0.11,Matches
129,Michaell Chirinos\Michaell-Chirinos,hn HON,MFFW,Vancouver,23,1995,7,4,412,4.6,1,1,1,0,0,2,0,0.22,0.22,0.44,0.22,0.44,1.5,1.5,0.2,1.7,0.32,0.05,0.37,0.32,0.37,Matches
130,Mathieu Choiniere\Mathieu-Choiniere,ca CAN,FWMF,Montreal,19,1999,17,6,685,7.6,0,1,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,0.4,0.4,0.4,0.8,0.06,0.05,0.11,0.06,0.11,Matches
131,Laurent Ciman\Laurent-Ciman,be BEL,DF,Toronto FC,33,1985,17,14,1264,14.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.8,0.03,0.03,0.06,0.03,0.06,Matches
132,Ricardo Clark\Ricardo-Clark,us USA,MF,Columbus,35,1983,7,4,361,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.05,0.03,0.09,0.05,0.09,Matches
133,Steve Clark\Steve-Clark,us USA,GK,Portland,32,1986,24,24,2160,24.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
134,Aurélien Collin\Aurelien-Collin,fr FRA,DF,Philadelphia,32,1986,6,6,529,5.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.7,0.11,0.00,0.11,0.11,0.11,Matches
135,Josué Colmán\Josue-Colman,py PAR,FWMF,Orlando City,20,1998,8,1,160,1.8,0,1,0,0,0,0,0,0.00,0.56,0.56,0.00,0.56,0.1,0.1,0.6,0.8,0.08,0.34,0.43,0.08,0.43,Matches
136,Tomás Conechny\Tomas-Conechny,ar ARG,FWMF,Portland,20,1998,16,2,356,4.0,1,2,1,0,0,2,0,0.25,0.51,0.76,0.25,0.76,1.3,1.3,1.6,2.8,0.33,0.39,0.72,0.33,0.72,Matches
137,Derek Cornelius\Derek-Cornelius,ca CAN,DF,Vancouver,21,1997,17,16,1425,15.8,1,0,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,0.8,0.8,0.2,1.0,0.05,0.01,0.06,0.05,0.06,Matches
138,Joe Corona\Joe-Corona,us USA,MF,LA Galaxy,28,1990,31,26,2323,25.8,1,1,1,0,0,6,0,0.04,0.04,0.08,0.04,0.08,1.3,1.3,1.7,2.9,0.05,0.06,0.11,0.05,0.11,Matches
139,Carlos Coronel\Carlos-Coronel,br BRA,GK,Philadelphia,22,1996,4,3,320,3.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
140,Warren Creavalle\Warren-Creavalle,us USA,MF,Philadelphia,28,1990,13,5,369,4.1,0,1,0,0,0,0,0,0.00,0.24,0.24,0.00,0.24,0.0,0.0,0.7,0.7,0.01,0.16,0.17,0.01,0.17,Matches
141,Maxime Crépeau\Maxime-Crepeau,ca CAN,GK,Vancouver,24,1994,26,26,2340,26.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
142,Alex Crognale\Alex-Crognale,us USA,DF,Columbus,24,1994,12,9,884,9.8,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.11,0.00,0.11,0.11,0.11,Matches
143,Yohan Croizet\Yohan-Croizet,fr FRA,FWDF,Sporting KC,26,1992,20,12,1092,12.1,3,1,3,0,0,4,0,0.25,0.08,0.33,0.25,0.33,2.2,2.2,0.7,2.9,0.18,0.06,0.24,0.18,0.24,Matches
144,Cody Cropper\Cody-Cropper,us USA,GK,New England,25,1993,7,7,630,7.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
145,Allan Cruz\Allan-Cruz,cr CRC,MFFW,FC Cincinnati,22,1996,22,21,1734,19.3,7,0,7,0,0,5,0,0.36,0.00,0.36,0.36,0.36,4.6,4.6,0.9,5.5,0.24,0.05,0.29,0.24,0.29,Matches
146,Emil Cuello\Emil-Cuello,us USA,MFFW,LA Galaxy,21,1997,9,2,195,2.2,0,2,0,0,0,1,0,0.00,0.92,0.92,0.00,0.92,0.2,0.2,0.9,1.1,0.12,0.39,0.51,0.12,0.51,Matches
147,Harold Cummings\Harold-Cummings,pa PAN,DF,San Jose,26,1992,16,16,1389,15.4,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.00,0.02,0.02,0.00,0.02,Matches
148,Rashawn Dally\Rashawn-Dally,jm JAM,FW,FC Cincinnati,22,1997,12,8,544,6.0,1,0,1,0,0,0,0,0.17,0.00,0.17,0.17,0.17,1.1,1.1,0.5,1.6,0.18,0.08,0.26,0.18,0.26,Matches
149,Mario Daniel Vega\Mario-Daniel-Vega,ar ARG,GK,San Jose,34,1984,34,34,3060,34.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
150,Abu Danladi\Abu-Danladi,gh GHA,FWMF,Minnesota,23,1995,24,4,718,8.0,2,2,2,0,0,3,0,0.25,0.25,0.50,0.25,0.50,2.2,2.2,1.5,3.7,0.27,0.19,0.47,0.27,0.47,Matches
151,Juan David Cabezas\Juan-David-Cabezas,co COL,MF,Houston,27,1991,15,5,538,6.0,1,0,1,0,0,4,0,0.17,0.00,0.17,0.17,0.17,0.3,0.3,0.0,0.3,0.05,0.01,0.05,0.05,0.05,Matches
152,Sean Davis\Sean-Davis,us USA,MF,NY Red Bulls,25,1993,30,28,2557,28.4,0,1,0,0,0,0,0,0.00,0.04,0.04,0.00,0.04,0.6,0.6,1.5,2.2,0.02,0.05,0.08,0.02,0.08,Matches
153,Alex DeJohn\Alex-DeJohn,us USA,DF,Orlando City,27,1991,6,6,403,4.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.02,0.04,0.02,0.04,Matches
154,A.J. DeLaGarza\AJ-DeLaGarza,gu GUM,DF,Houston,31,1987,23,23,1991,22.1,0,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,0.2,0.2,0.5,0.8,0.01,0.02,0.03,0.01,0.03,Matches
155,Antonio Delamea Mlinar\Antonio-Delamea-Mlinar,si SVN,DF,New England,27,1991,17,16,1366,15.2,2,1,2,0,0,7,1,0.13,0.07,0.20,0.13,0.20,1.2,1.2,0.1,1.2,0.08,0.00,0.08,0.08,0.08,Matches
156,Jordy Delem\Jordy-Delem,mq MTQ,MF,Seattle,25,1993,23,17,1437,16.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.5,0.03,0.00,0.03,0.03,0.03,Matches
157,Nick DeLeon\Nick-DeLeon,us USA,MFFW,Toronto FC,28,1990,32,23,1853,20.6,6,1,6,0,0,2,0,0.29,0.05,0.34,0.29,0.34,4.3,4.3,2.6,6.9,0.21,0.12,0.33,0.21,0.33,Matches
158,Marky Delgado\Marky-Delgado,us USA,MF,Toronto FC,23,1995,30,29,2548,28.3,2,5,2,0,0,4,0,0.07,0.18,0.25,0.07,0.25,2.6,2.6,3.8,6.4,0.09,0.13,0.22,0.09,0.22,Matches
159,Mathieu Deplagne\Mathieu-Deplagne,fr FRA,DF,FC Cincinnati,27,1991,33,33,2875,31.9,1,1,1,0,0,4,0,0.03,0.03,0.06,0.03,0.06,2.4,2.4,1.0,3.4,0.07,0.03,0.11,0.07,0.11,Matches
160,Maikel van der Werff\Maikel-van-der-Werff,nl NED,DF,FC Cincinnati,29,1989,11,11,990,11.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.2,1.1,0.08,0.02,0.10,0.08,0.10,Matches
161,Tyler Deric\Tyler-Deric,us USA,GK,Houston,30,1988,7,7,630,7.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
162,Justin Dhillon\Justin-Dhillon,us USA,FW,Seattle,23,1995,5,3,264,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.5,1.3,0.28,0.17,0.45,0.28,0.45,Matches
163,Zakaria Diallo\Zakaria-Diallo,fr FRA,DF,Montreal,32,1986,24,23,2036,22.6,3,2,3,0,0,2,1,0.13,0.09,0.22,0.13,0.22,1.8,1.8,0.7,2.4,0.08,0.03,0.11,0.08,0.11,Matches
164,Luis Díaz\Luis-Diaz,cr CRC,FWMF,Columbus,20,1998,13,9,796,8.8,2,3,2,0,0,1,0,0.23,0.34,0.57,0.23,0.57,0.9,0.9,2.2,3.1,0.10,0.25,0.35,0.10,0.35,Matches
165,Eric Dick\Eric-Dick,us USA,GK,Sporting KC,24,1994,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
166,Claude Dielna\Claude-Dielna,GPE,DF,Portland,31,1987,15,12,1087,12.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.1,1.1,0.09,0.01,0.09,0.09,0.09,Matches
167,Adama Diomande\Adama-Diomande,no NOR,FW,Los Angeles FC,28,1990,25,15,1436,16.0,8,5,8,0,0,1,0,0.50,0.31,0.81,0.50,0.81,9.3,9.3,3.3,12.6,0.58,0.21,0.79,0.58,0.79,Matches
168,Clément Diop\Clement-Diop,sn SEN,GK,Montreal,25,1993,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
169,Griffin Dorsey\Griffin-Dorsey,us USA,DF,Toronto FC,19,1999,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
170,Jonathan dos Santos\Jonathan-dos-Santos,mx MEX,MF,LA Galaxy,28,1990,29,29,2542,28.2,2,3,1,1,1,5,0,0.07,0.11,0.18,0.04,0.14,1.2,0.4,3.8,4.2,0.04,0.13,0.18,0.01,0.15,Matches
171,Hassani Dotson\Hassani-Dotson,us USA,DFMF,Minnesota,21,1997,24,15,1410,15.7,4,0,4,0,0,2,0,0.26,0.00,0.26,0.26,0.26,0.6,0.6,0.4,0.9,0.04,0.02,0.06,0.04,0.06,Matches
172,Kyle Duncan\Kyle-Duncan,us USA,DF,NY Red Bulls,21,1997,13,13,1078,12.0,1,2,1,0,0,4,0,0.08,0.17,0.25,0.08,0.25,0.5,0.5,1.2,1.7,0.05,0.10,0.14,0.05,0.14,Matches
173,Chris Durkin\Chris-Durkin,us USA,MF,D.C. United,18,2000,13,7,640,7.1,1,0,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,0.1,0.1,0.3,0.4,0.02,0.05,0.06,0.02,0.06,Matches
174,Chris Duvall\Chris-Duvall,us USA,DF,Houston,27,1991,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
175,Dom Dwyer\Dom-Dwyer,us USA,FW,Orlando City,28,1990,27,16,1616,18.0,7,3,7,0,0,6,1,0.39,0.17,0.56,0.39,0.56,8.8,8.8,1.4,10.2,0.49,0.08,0.57,0.49,0.57,Matches
176,Jeremy Ebobisse\Jeremy-Ebobisse,us USA,FW,Portland,21,1997,34,25,2307,25.6,11,1,11,0,0,3,0,0.43,0.04,0.47,0.43,0.47,10.5,10.5,2.0,12.5,0.41,0.08,0.49,0.41,0.49,Matches
177,Raheem Edwards\Raheem-Edwards,ca CAN,DF,Chicago,23,1995,4,2,245,2.7,1,0,1,0,0,2,0,0.37,0.00,0.37,0.37,0.37,0.6,0.6,0.3,0.9,0.24,0.09,0.33,0.24,0.33,Matches
178,Alberth Elis\Alberth-Elis,hn HON,FWMF,Houston,22,1996,26,22,1923,21.4,9,8,7,2,2,6,1,0.42,0.37,0.80,0.33,0.70,10.0,8.5,7.1,15.6,0.47,0.33,0.80,0.40,0.73,Matches
179,Jack Elliott\Jack-Elliott,eng ENG,DF,Philadelphia,23,1995,34,34,3060,34.0,2,0,2,0,0,4,0,0.06,0.00,0.06,0.06,0.06,2.7,2.7,0.8,3.5,0.08,0.02,0.10,0.08,0.10,Matches
180,Tsubasa Endoh\Tsubasa-Endoh,jp JPN,FWMF,Toronto FC,25,1993,13,10,873,9.7,3,2,3,0,0,1,0,0.31,0.21,0.52,0.31,0.52,1.7,1.7,1.2,2.9,0.18,0.12,0.30,0.18,0.30,Matches
181,Marcus Epps\Marcus-Epps,us USA,MFDF,NY Red Bulls,24,1995,3,1,110,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.04,0.00,0.04,0.04,0.04,Matches
182,Jon Erice\Jon-Erice,es ESP,MF,Vancouver,32,1986,21,21,1747,19.4,0,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,0.2,0.2,0.8,1.0,0.01,0.04,0.05,0.01,0.05,Matches
183,Magnus Eriksson\Magnus-Eriksson,se SWE,MF,San Jose,28,1990,32,32,2802,31.1,6,7,5,1,1,5,0,0.19,0.22,0.42,0.16,0.39,5.7,4.9,7.7,12.6,0.18,0.25,0.43,0.16,0.41,Matches
184,Franco Escobar\Franco-Escobar,ar ARG,DF,Atlanta,23,1995,25,22,2013,22.4,1,2,1,0,0,9,0,0.04,0.09,0.13,0.04,0.13,0.8,0.8,1.8,2.6,0.04,0.08,0.12,0.04,0.12,Matches
185,Cristian Espinoza\Cristian-Espinoza,ar ARG,FWMF,San Jose,23,1995,30,30,2524,28.0,2,10,2,0,0,8,2,0.07,0.36,0.43,0.07,0.43,4.3,4.3,9.9,14.1,0.15,0.35,0.50,0.15,0.50,Matches
186,Roger Espinoza\Roger-Espinoza,hn HON,MF,Sporting KC,32,1986,16,15,1140,12.7,0,1,0,0,0,5,3,0.00,0.08,0.08,0.00,0.08,1.1,1.1,1.4,2.5,0.09,0.11,0.20,0.09,0.20,Matches
187,Derrick Etienne\Derrick-Etienne,ht HAI,FWMF,NY Red Bulls,22,1996,11,5,467,5.2,1,1,1,0,0,0,0,0.19,0.19,0.39,0.19,0.39,0.8,0.8,0.6,1.4,0.16,0.11,0.26,0.16,0.26,Matches
188,Derrick Etienne\Derrick-Etienne,ht HAI,FW,FC Cincinnati,22,1996,5,2,220,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.2,0.07,0.03,0.10,0.07,0.10,Matches
189,Marco Fabián\Marco-Fabian,mx MEX,MFFW,Philadelphia,29,1989,23,15,1246,13.8,7,1,5,2,4,5,1,0.51,0.07,0.58,0.36,0.43,6.9,3.8,1.9,5.7,0.50,0.13,0.63,0.28,0.41,Matches
190,Fabinho\Fabinho,br BRA,DF,Philadelphia,33,1985,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matches
191,Diego Fagúndez\Diego-Fagundez,uy URU,MFFW,New England,23,1995,25,13,1175,13.1,2,3,2,0,1,2,0,0.15,0.23,0.38,0.15,0.38,2.6,1.9,1.7,3.6,0.20,0.13,0.33,0.14,0.28,Matches
192,Rod Fanni\Rod-Fanni,fr FRA,DF,Montreal,37,1981,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02,Matches
193,Marco Farfan\Marco-Farfan,us USA,DF,Portland,20,1998,3,3,189,2.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
194,Andrew Farrell\Andrew-Farrell,us USA,DF,New England,26,1992,29,29,2602,28.9,0,1,0,0,0,7,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,0.5,0.5,0.00,0.02,0.02,0.00,0.02,Matches
195,Benny Feilhaber\Benny-Feilhaber,us USA,MF,Sporting KC,34,1985,17,13,1100,12.2,2,1,2,0,0,3,0,0.16,0.08,0.25,0.16,0.25,1.6,1.6,1.6,3.2,0.13,0.13,0.26,0.13,0.26,Matches
196,Benny Feilhaber\Benny-Feilhaber,us USA,MF,Colorado,34,1985,9,7,619,6.9,2,2,2,0,0,3,0,0.29,0.29,0.58,0.29,0.58,1.1,1.1,0.7,1.8,0.16,0.10,0.26,0.16,0.26,Matches
197,Felipe\Felipe,br BRA,MF,Vancouver,28,1990,18,13,1142,12.7,1,0,1,0,0,5,0,0.08,0.00,0.08,0.08,0.08,1.2,1.2,0.6,1.8,0.09,0.05,0.14,0.09,0.14,Matches
198,Felipe\Felipe,br BRA,MF,D.C. United,28,1990,9,9,774,8.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.6,0.02,0.05,0.07,0.02,0.07,Matches
199,Luis Felipe\Luis-Felipe,br BRA,MF,San Jose,23,1996,3,0,42,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
200,Rolf Feltscher\Rolf-Feltscher,ve VEN,DF,LA Galaxy,28,1990,25,25,2178,24.2,1,3,1,0,0,7,0,0.04,0.12,0.17,0.04,0.17,1.8,1.8,3.8,5.6,0.08,0.16,0.23,0.08,0.23,Matches
201,Gerso Fernandes\Gerso-Fernandes,gw GNB,FWMF,Sporting KC,27,1991,25,20,1745,19.4,2,6,2,0,0,5,0,0.10,0.31,0.41,0.10,0.41,5.4,5.4,4.6,10.0,0.28,0.24,0.52,0.28,0.52,Matches
202,Brian Fernández\Brian-Fernandez,ar ARG,FW,Portland,24,1994,19,16,1409,15.7,11,1,11,0,0,4,1,0.70,0.06,0.77,0.70,0.77,8.4,8.4,2.5,10.9,0.53,0.16,0.70,0.53,0.70,Matches
203,Omir Fernandez\Omir-Fernandez,us USA,FWMF,NY Red Bulls,19,1999,18,3,580,6.4,2,1,2,0,0,0,0,0.31,0.16,0.47,0.31,0.47,2.1,2.1,1.1,3.2,0.33,0.17,0.50,0.33,0.50,Matches
204,Juan Fernando Caicedo\Juan-Fernando-Caicedo,co COL,FW,New England,29,1989,27,13,1073,11.9,5,2,5,0,0,2,0,0.42,0.17,0.59,0.42,0.59,4.9,4.9,0.9,5.7,0.41,0.07,0.48,0.41,0.48,Matches
205,Jesus Ferreira\Jesus-Ferreira,us USA,FWMF,FC Dallas,18,2000,33,29,2439,27.1,8,5,8,0,0,4,0,0.30,0.18,0.48,0.30,0.48,8.9,8.9,2.5,11.4,0.33,0.09,0.42,0.33,0.42,Matches
206,Marcelo dos Santos Ferreira\Marcelo-dos-Santos-Ferreira,br BRA,DF,Chicago,29,1989,16,12,1151,12.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.02,0.00,0.02,0.02,0.02,Matches
207,Carlos Fierro\Carlos-Fierro,mx MEX,FWMF,San Jose,24,1994,7,2,229,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.39,0.01,0.40,0.39,0.40,Matches
208,Maynor Figueroa\Maynor-Figueroa,hn HON,DF,Houston,35,1983,25,25,2249,25.0,0,1,0,0,0,6,1,0.00,0.04,0.04,0.00,0.04,0.8,0.8,1.2,2.0,0.03,0.05,0.08,0.03,0.08,Matches
209,Ethan Finlay\Ethan-Finlay,us USA,FWMF,Minnesota,28,1990,33,22,1911,21.2,7,2,5,2,2,3,0,0.33,0.09,0.42,0.24,0.33,7.3,5.8,2.9,8.7,0.34,0.14,0.48,0.27,0.41,Matches
210,Andrés Flores\Andres-Flores,sv SLV,MF,Portland,28,1990,15,9,778,8.6,0,1,0,0,0,0,0,0.00,0.12,0.12,0.00,0.12,0.5,0.5,0.1,0.7,0.06,0.01,0.08,0.06,0.08,Matches
211,Anthony Fontana\Anthony-Fontana,us USA,MFFW,Philadelphia,19,1999,8,0,127,1.4,1,0,1,0,0,0,0,0.71,0.00,0.71,0.71,0.71,0.6,0.6,0.0,0.6,0.46,0.00,0.46,0.46,0.46,Matches
212,Andreu Fontàs\Andreu-Fontas,es ESP,DF,Sporting KC,29,1989,13,10,967,10.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.04,0.01,0.05,0.04,0.05,Matches
213,Waylon Francis\Waylon-Francis,cr CRC,DF,Columbus,28,1990,17,16,1382,15.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.6,0.00,0.03,0.04,0.00,0.04,Matches
214,Przemysław Frankowski\Przemyslaw-Frankowski,pl POL,FWMF,Chicago,23,1995,31,24,2303,25.6,5,7,5,0,0,3,0,0.20,0.27,0.47,0.20,0.47,6.6,6.6,5.6,12.2,0.26,0.22,0.48,0.26,0.48,Matches
215,Liam Fraser\Liam-Fraser,ca CAN,MFDF,Toronto FC,20,1998,9,9,810,9.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.9,0.07,0.03,0.10,0.07,0.10,Matches
216,Matt Freese\Matt-Freese,us USA,GK,Philadelphia,20,1998,6,5,437,4.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
217,Stefan Frei\Stefan-Frei,ch SUI,GK,Seattle,32,1986,34,34,3060,34.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
218,Alejandro Fuenmayor\Alejandro-Fuenmayor,ve VEN,DF,Houston,22,1996,8,8,698,7.8,0,1,0,0,0,3,0,0.00,0.13,0.13,0.00,0.13,0.8,0.8,0.0,0.8,0.10,0.00,0.10,0.10,0.10,Matches
219,Gilbert Fuentes\Gilbert-Fuentes,us USA,FW,San Jose,16,2002,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
