Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
594,Brandon Vincent\Brandon-Vincent,us USA,DF,Chicago,23,1994,32,31,2827,31.4,1,3,1,0,0,3,0,0.03,0.10,0.13,0.03,0.13,0.7,0.7,1.4,2.1,0.02,0.04,0.07,0.02,0.07,Matches
595,Sam Vines\Sam-Vines,us USA,DF,Colorado,18,1999,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
596,Rodney Wallace\Rodney-Wallace,cr CRC,FW,NYCFC,29,1988,18,9,821,9.1,1,1,1,0,0,2,0,0.11,0.11,0.22,0.11,0.22,2.1,2.1,0.7,2.8,0.23,0.08,0.31,0.23,0.31,Matches
597,Collen Warner\Collen-Warner,us USA,MF,Minnesota,29,1988,17,14,1236,13.7,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.6,0.01,0.04,0.04,0.01,0.04,Matches
598,Kendall Waston\Kendall-Waston,cr CRC,DF,Vancouver,30,1988,26,26,2217,24.6,3,2,3,0,0,6,1,0.12,0.08,0.20,0.12,0.20,3.2,3.2,1.4,4.6,0.13,0.05,0.19,0.13,0.19,Matches
599,Jared Watts\Jared-Watts,us USA,DF,Houston,25,1992,7,7,533,5.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.01,0.01,0.02,0.01,0.02,Matches
600,Chris Wehan\Chris-Wehan,us USA,FWDF,San Jose,24,1994,6,2,186,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.7,0.8,0.08,0.32,0.40,0.08,0.40,Matches
601,Andrew Wenger\Andrew-Wenger,us USA,DFFW,Houston,27,1990,22,20,1708,19.0,2,1,2,0,0,1,0,0.11,0.05,0.16,0.11,0.16,2.5,2.5,1.3,3.9,0.13,0.07,0.20,0.13,0.20,Matches
602,Andrew Wheeler-Omiunu\Andrew-Wheeler-Omiunu,us USA,MF,Atlanta,23,1994,1,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
603,Brian White\Brian-White,us USA,FW,NY Red Bulls,21,1996,5,2,219,2.4,1,0,1,0,0,0,0,0.41,0.00,0.41,0.41,0.41,1.7,1.7,0.0,1.7,0.68,0.00,0.68,0.68,0.68,Matches
604,Josh Williams\Josh-Williams,us USA,DF,Columbus,29,1988,21,16,1486,16.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.4,1.7,0.08,0.03,0.10,0.08,0.10,Matches
605,Romario Williams\Romario-Williams,jm JAM,FWMF,Atlanta,23,1994,17,0,224,2.5,1,0,1,0,0,4,0,0.40,0.00,0.40,0.40,0.40,1.1,1.1,0.7,1.8,0.46,0.27,0.73,0.46,0.73,Matches
606,Sheanon Williams\Sheanon-Williams,us USA,DFFW,LA Galaxy,27,1990,8,1,158,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
607,Joe Willis\Joe-Willis,us USA,GK,Houston,29,1988,26,26,2340,26.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
608,Danny Wilson\Danny-Wilson,sco SCO,DFMF,Colorado,26,1991,23,22,1935,21.5,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.4,0.01,0.01,0.02,0.01,0.02,Matches
609,Henry Wingo\Henry-Wingo,us USA,FWDF,Seattle,22,1995,5,1,148,1.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.6,0.17,0.19,0.36,0.17,0.36,Matches
610,Magnus Wolff Eikrem\Magnus-Wolff-Eikrem,no NOR,FWMF,Seattle,27,1990,15,6,599,6.7,1,1,1,0,0,2,0,0.15,0.15,0.30,0.15,0.30,1.6,1.6,1.3,2.9,0.24,0.19,0.43,0.24,0.43,Matches
611,Chris Wondolowski\Chris-Wondolowski,us USA,FWMF,San Jose,35,1983,34,23,2296,25.5,10,5,7,3,4,3,0,0.39,0.20,0.59,0.27,0.47,9.5,6.3,2.1,8.3,0.37,0.08,0.45,0.25,0.33,Matches
612,Brian Wright\Brian-Wright,ca CAN,FW,New England,22,1995,10,2,263,2.9,1,0,1,0,0,0,0,0.34,0.00,0.34,0.34,0.34,1.4,1.4,0.1,1.5,0.48,0.02,0.51,0.48,0.51,Matches
613,Bradley Wright-Phillips\Bradley-Wright-Phillips,eng ENG,FW,NY Red Bulls,32,1985,32,28,2532,28.1,20,7,20,0,0,7,0,0.71,0.25,0.96,0.71,0.96,14.0,14.0,6.4,20.4,0.50,0.23,0.73,0.50,0.73,Matches
614,Deklan Wynne\Deklan-Wynne,nz NZL,DF,Colorado,22,1995,25,22,2006,22.3,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.00,0.01,0.02,0.00,0.02,Matches
615,Yoshimar Yotún\Yoshimar-Yotun,pe PER,MFFW,Orlando City,27,1990,22,22,1969,21.9,4,7,1,3,3,7,1,0.18,0.32,0.50,0.05,0.37,4.1,1.8,5.9,7.7,0.19,0.27,0.46,0.08,0.35,Matches
616,Jackson Yueill\Jackson-Yueill,us USA,MF,San Jose,20,1997,21,15,1289,14.3,0,2,0,0,0,0,0,0.00,0.14,0.14,0.00,0.14,0.8,0.8,1.4,2.2,0.05,0.10,0.16,0.05,0.16,Matches
617,Wilfried Zahibo\Wilfried-Zahibo,cf CTA,MF,New England,24,1993,31,22,1941,21.6,4,2,4,0,0,6,0,0.19,0.09,0.28,0.19,0.28,2.2,1.9,1.1,3.0,0.10,0.05,0.15,0.09,0.14,Matches
618,Gyasi Zardes\Gyasi-Zardes,us USA,FW,Columbus,26,1991,33,33,2945,32.7,19,0,16,3,4,3,0,0.58,0.00,0.58,0.49,0.49,17.1,14.1,2.1,16.2,0.52,0.06,0.59,0.43,0.50,Matches
619,Eriq Zavaleta\Eriq-Zavaleta,us USA,DF,Toronto FC,25,1992,21,16,1487,16.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.6,0.01,0.02,0.04,0.01,0.04,Matches
620,Reto Ziegler\Reto-Ziegler,ch SUI,DF,FC Dallas,32,1986,29,29,2568,28.5,4,0,2,2,3,3,3,0.14,0.00,0.14,0.07,0.07,2.0,0.5,0.6,1.1,0.07,0.02,0.10,0.02,0.04,Matches
621,Walker Zimmerman\Walker-Zimmerman,us USA,DF,Los Angeles FC,24,1993,26,26,2319,25.8,4,1,4,0,0,4,0,0.16,0.04,0.19,0.16,0.19,2.4,2.4,0.9,3.3,0.10,0.03,0.13,0.10,0.13,Matches
622,Sal Zizzo\Sal-Zizzo,us USA,DF,Atlanta,30,1987,6,1,161,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.05,0.05,0.00,0.05,Matches
623,Graham Zusi\Graham-Zusi,us USA,DF,Sporting KC,31,1986,34,34,3060,34.0,2,4,2,0,0,2,0,0.06,0.12,0.18,0.06,0.18,2.8,2.8,6.2,9.1,0.09,0.19,0.27,0.09,0.27,Matches
