Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
314,Abdoulie Mansally\Abdoulie-Mansally,gm GAM,DF,Houston,27,1989,9,5,570,6.3,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
315,Juan Manuel Martínez\Juan-Manuel-Martinez,ar ARG,FW,Real Salt Lake,30,1985,32,29,2512,27.9,7,2,7,0,0,1,0,0.25,0.07,0.32,0.25,0.32,Matches
316,Justin Mapp\Justin-Mapp,us USA,MF,Sporting KC,31,1984,6,0,48,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
317,Richie Marquez\Richie-Marquez,us USA,DF,Philadelphia,23,1992,33,33,2970,33.0,2,0,2,0,0,4,0,0.06,0.00,0.06,0.06,0.06,Matches
318,Chad Marshall\Chad-Marshall,us USA,DF,Seattle,31,1984,30,30,2632,29.2,4,0,4,0,0,2,0,0.14,0.00,0.14,0.14,0.14,Matches
319,Collin Martin\Collin-Martin,us USA,MF,D.C. United,21,1994,2,1,91,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
320,Cristian Martínez\Cristian-Martinez,pa PAN,MF,Columbus,18,1997,5,2,198,2.2,1,0,1,0,0,1,0,0.45,0.00,0.45,0.45,0.45,Matches
321,Diego Martínez\Diego-Martinez,ar ARG,DF,NYCFC,24,1992,4,2,263,2.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
322,Rónald Matarrita\Ronald-Matarrita,cr CRC,DF,NYCFC,21,1994,25,23,1987,22.1,1,2,1,0,0,3,0,0.05,0.09,0.14,0.05,0.14,Matches
323,David Mateos\David-Mateos,es ESP,DF,Orlando City,28,1987,21,20,1759,19.5,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,Matches
324,Darren Mattocks\Darren-Mattocks,jm JAM,MFFW,Portland,25,1990,19,12,936,10.4,1,2,1,0,0,0,0,0.10,0.19,0.29,0.10,0.29,Matches
325,Aaron Maund\Aaron-Maund,tt TRI,DF,Real Salt Lake,25,1990,20,20,1745,19.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
326,Jack McBean\Jack-McBean,us USA,FW,LA Galaxy,21,1994,2,1,100,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
327,John McCarthy\John-McCarthy,us USA,GK,Philadelphia,23,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
328,Dax McCarty\Dax-McCarty,us USA,MF,NY Red Bulls,28,1987,27,26,2264,25.2,3,4,3,0,0,3,0,0.12,0.16,0.28,0.12,0.28,Matches
329,Jack McInerney\Jack-McInerney,us USA,FWMF,Portland,23,1992,24,8,912,10.1,5,0,5,0,0,1,0,0.49,0.00,0.49,0.49,0.49,Matches
330,Patrick McLain\Patrick-McLain,us USA,GK,Chicago,27,1988,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
331,Thomas McNamara\Thomas-McNamara,us USA,FWMF,NYCFC,24,1991,30,28,2211,24.6,5,9,5,0,0,5,0,0.20,0.37,0.57,0.20,0.57,Matches
332,Tyrone Mears\Tyrone-Mears,jm JAM,DF,Seattle,32,1983,32,32,2835,31.5,0,1,0,0,0,3,0,0.00,0.03,0.03,0.00,0.03,Matches
333,Jimmy Medranda\Jimmy-Medranda,co COL,DFFW,Sporting KC,21,1994,28,22,1937,21.5,1,1,1,0,0,7,2,0.05,0.05,0.09,0.05,0.09,Matches
334,João Meira\Joao-Meira,pt POR,DFMF,Chicago,28,1987,28,26,2282,25.4,0,1,0,0,0,6,0,0.00,0.04,0.04,0.00,0.04,Matches
335,Lucas Melano\Lucas-Melano,ar ARG,MFFW,Portland,22,1993,31,27,2259,25.1,3,5,3,0,0,1,0,0.12,0.20,0.32,0.12,0.32,Matches
336,Tim Melia\Tim-Melia,us USA,GK,Sporting KC,29,1986,27,27,2430,27.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
337,Jefferson Mena\Jefferson-Mena,co COL,DF,NYCFC,26,1989,16,16,1304,14.5,1,0,1,0,0,1,0,0.07,0.00,0.07,0.07,0.07,Matches
338,Raúl Mendiola\Raul-Mendiola,us USA,MF,LA Galaxy,21,1994,6,5,371,4.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
339,Stiven Mendoza\Stiven-Mendoza,co COL,FW,NYCFC,23,1992,24,10,1146,12.7,5,1,5,0,0,1,0,0.39,0.08,0.47,0.39,0.47,Matches
340,Justin Meram\Justin-Meram,iq IRQ,MF,Columbus,27,1988,33,31,2591,28.8,5,10,4,1,1,3,0,0.17,0.35,0.52,0.14,0.49,Matches
341,Nicolás Mezquida\Nicolas-Mezquida,uy URU,MFFW,Vancouver,24,1992,28,17,1392,15.5,4,1,4,0,0,1,0,0.26,0.06,0.32,0.26,0.32,Matches
342,Eric Miller\Eric-Miller,us USA,DF,Colorado,23,1993,26,23,2118,23.5,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
343,Tyler Miller\Tyler-Miller,us USA,GK,Seattle,22,1993,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
344,Leonel Miranda\Leonel-Miranda,ar ARG,MF,Houston,22,1994,12,3,492,5.5,1,1,1,0,0,0,0,0.18,0.18,0.37,0.18,0.37,Matches
345,Luke Mishu\Luke-Mishu,us USA,DF,D.C. United,24,1991,7,5,449,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
346,Kevin Molino\Kevin-Molino,tt TRI,MFFW,Orlando City,25,1990,30,26,2314,25.7,11,8,10,1,1,1,0,0.43,0.31,0.74,0.39,0.70,Matches
347,Drew Moor\Drew-Moor,us USA,DF,Toronto FC,32,1984,32,32,2880,32.0,3,0,3,0,0,3,0,0.09,0.00,0.09,0.09,0.09,Matches
348,Javier Morales\Javier-Morales,ar ARG,MF,Real Salt Lake,36,1980,29,23,2227,24.7,4,3,2,2,3,4,0,0.16,0.12,0.28,0.08,0.20,Matches
349,Pedro Morales\Pedro-Morales,cl CHI,MF,Vancouver,30,1985,27,26,2065,22.9,9,4,3,6,6,4,2,0.39,0.17,0.57,0.13,0.31,Matches
350,Ashtone Morgan\Ashtone-Morgan,ca CAN,DF,Toronto FC,24,1991,7,0,163,1.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
351,Alex Morrell\Alex-Morrell,us USA,MF,Chicago,21,1994,4,0,55,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
352,Jordan Morris\Jordan-Morris,us USA,FWMF,Seattle,21,1994,34,32,2850,31.7,12,3,12,0,0,0,0,0.38,0.09,0.47,0.38,0.47,Matches
353,Justin Morrow\Justin-Morrow,us USA,DFMF,Toronto FC,28,1987,31,31,2648,29.4,5,3,5,0,0,5,0,0.17,0.10,0.27,0.17,0.27,Matches
354,Yura Movsisyan\Yura-Movsisyan,am ARM,FW,Real Salt Lake,28,1987,29,25,2157,24.0,9,3,7,2,3,3,0,0.38,0.13,0.50,0.29,0.42,Matches
355,Luke Mulholland\Luke-Mulholland,eng ENG,MF,Real Salt Lake,27,1988,33,23,2023,22.5,4,2,4,0,0,7,0,0.18,0.09,0.27,0.18,0.27,Matches
356,Patrick Mullins\Patrick-Mullins,us USA,FW,D.C. United,23,1992,14,12,1043,11.6,8,2,8,0,0,1,0,0.69,0.17,0.86,0.69,0.86,Matches
357,Patrick Mullins\Patrick-Mullins,us USA,FW,NYCFC,23,1992,7,2,234,2.6,0,1,0,0,0,2,0,0.00,0.38,0.38,0.00,0.38,Matches
358,Soni Mustivar\Soni-Mustivar,ht HAI,MF,Sporting KC,25,1990,25,24,2093,23.3,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
359,Alex Muyl\Alex-Muyl,us USA,MF,NY Red Bulls,20,1995,27,18,1599,17.8,2,3,2,0,0,5,0,0.11,0.17,0.28,0.11,0.28,Matches
360,Chance Myers\Chance-Myers,us USA,DF,Sporting KC,28,1987,11,6,560,6.2,0,1,0,0,0,0,0,0.00,0.16,0.16,0.00,0.16,Matches
361,Paulo Nagamura\Paulo-Nagamura,br BRA,MF,Sporting KC,32,1983,9,6,526,5.8,0,1,0,0,0,2,0,0.00,0.17,0.17,0.00,0.17,Matches
362,Darlington Nagbe\Darlington-Nagbe,us USA,MF,Portland,25,1990,27,27,2415,26.8,1,5,1,0,0,1,0,0.04,0.19,0.22,0.04,0.22,Matches
363,Lamar Neagle\Lamar-Neagle,us USA,MFFW,D.C. United,28,1987,31,21,1950,21.7,9,5,7,2,2,2,0,0.42,0.23,0.65,0.32,0.55,Matches
364,Steve Neumann\Steve-Neumann,us USA,DF,New England,24,1991,4,1,64,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
365,Lee Nguyen\Lee-Nguyen,us USA,MF,New England,29,1986,33,33,2894,32.2,6,4,3,3,4,2,0,0.19,0.12,0.31,0.09,0.22,Matches
366,Antonio Nocerino\Antonio-Nocerino,it ITA,MF,Orlando City,30,1985,21,19,1504,16.7,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
367,Vincent Nogueira\Vincent-Nogueira,fr FRA,MF,Philadelphia,28,1988,8,8,682,7.6,2,0,2,0,0,1,0,0.26,0.00,0.26,0.26,0.26,Matches
368,Patrick Nyarko\Patrick-Nyarko,gh GHA,MF,D.C. United,30,1986,26,23,1819,20.2,4,5,4,0,0,2,0,0.20,0.25,0.45,0.20,0.45,Matches
369,Nicolai Næss\Nicolai-Naess,no NOR,DFMF,Columbus,23,1993,13,13,1156,12.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
370,Dominic Oduro\Dominic-Oduro,gh GHA,FWMF,Montreal,30,1985,31,22,2028,22.5,6,6,6,0,0,1,0,0.27,0.27,0.53,0.27,0.53,Matches
371,Amobi Okugo\Amobi-Okugo,us USA,DF,Portland,24,1991,4,2,227,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
372,Boyd Okwuonu\Boyd-Okwuonu,us USA,DF,Real Salt Lake,22,1993,2,1,93,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
373,Jámison Olave\Jamison-Olave,co COL,DF,Real Salt Lake,34,1981,17,16,1482,16.5,2,0,2,0,0,2,1,0.12,0.00,0.12,0.12,0.12,Matches
374,Lawrence Olum\Lawrence-Olum,ke KEN,DFMF,Sporting KC,31,1984,19,17,1468,16.3,2,1,2,0,0,3,0,0.12,0.06,0.18,0.12,0.18,Matches
375,Lucas Ontivero\Lucas-Ontivero,ar ARG,MF,Montreal,21,1994,21,12,975,10.8,2,2,2,0,0,4,0,0.18,0.18,0.37,0.18,0.37,Matches
376,Ike Opara\Ike-Opara,us USA,DF,Sporting KC,26,1989,25,16,1547,17.2,1,2,1,0,0,4,2,0.06,0.12,0.17,0.06,0.17,Matches
377,Kofi Opare\Kofi-Opare,ca CAN,DF,D.C. United,25,1990,10,10,874,9.7,0,0,0,0,0,2,3,0.00,0.00,0.00,0.00,0.00,Matches
378,Jonathan Osorio\Jonathan-Osorio,ca CAN,MFFW,Toronto FC,23,1992,30,26,2437,27.1,2,2,2,0,0,2,0,0.07,0.07,0.15,0.07,0.15,Matches
379,Karl Ouimette\Karl-Ouimette,ca CAN,DF,NY Red Bulls,23,1992,7,6,582,6.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
380,David Ousted\David-Ousted,dk DEN,GK,Vancouver,30,1985,33,33,2970,33.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
381,Ambroise Oyongo\Ambroise-Oyongo,cm CMR,DF,Montreal,24,1991,27,26,2317,25.7,0,5,0,0,0,4,1,0.00,0.19,0.19,0.00,0.19,Matches
382,Marco Pappa\Marco-Pappa,gt GUA,MF,Colorado,28,1987,20,10,896,10.0,2,3,2,0,0,2,0,0.20,0.30,0.50,0.20,0.50,Matches
383,Tim Parker\Tim-Parker,us USA,DF,Vancouver,22,1993,29,28,2552,28.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
384,Michael Parkhurst\Michael-Parkhurst,us USA,DF,Columbus,32,1984,34,34,3034,33.7,0,2,0,0,0,2,1,0.00,0.06,0.06,0.00,0.06,Matches
385,Taylor Peay\Taylor-Peay,us USA,DF,Portland,24,1991,2,1,110,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
386,Blas Pérez\Blas-Perez,pa PAN,MFFW,Vancouver,34,1981,22,5,765,8.5,2,1,2,0,0,5,0,0.24,0.12,0.35,0.24,0.35,Matches
387,Damien Perquis\Damien-Perquis,pl POL,DF,Toronto FC,31,1984,12,11,985,10.9,1,1,1,0,0,3,0,0.09,0.09,0.18,0.09,0.18,Matches
388,Damien Perrinelle\Damien-Perrinelle,fr FRA,DF,NY Red Bulls,32,1983,10,7,728,8.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
389,Jacob Peterson\Jacob-Peterson,us USA,FW,Sporting KC,30,1986,21,18,1491,16.6,6,1,6,0,0,0,0,0.36,0.06,0.42,0.36,0.42,Matches
390,Demar Phillips\Demar-Phillips,jm JAM,DF,Real Salt Lake,32,1983,29,23,2183,24.3,0,4,0,0,0,3,2,0.00,0.16,0.16,0.00,0.16,Matches
391,Ignacio Piatti\Ignacio-Piatti,ar ARG,MFFW,Montreal,30,1985,32,31,2818,31.3,17,5,14,3,3,5,0,0.54,0.16,0.70,0.45,0.61,Matches
392,Andrea Pirlo\Andrea-Pirlo,it ITA,MF,NYCFC,36,1979,32,32,2761,30.7,1,6,1,0,0,4,0,0.03,0.20,0.23,0.03,0.23,Matches
393,Timo Pitter\Timo-Pitter,de GER,MF,FC Dallas,23,1992,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
394,Joao Plata\Joao-Plata,ec ECU,FW,Real Salt Lake,23,1992,30,28,2472,27.5,9,8,7,2,3,4,0,0.33,0.29,0.62,0.25,0.55,Matches
395,Kwadwo Poku\Kwadwo-Poku,gh GHA,MF,NYCFC,23,1992,7,3,268,3.0,1,0,1,0,0,0,0,0.34,0.00,0.34,0.34,0.34,Matches
396,Matt Polster\Matt-Polster,us USA,MF,Chicago,22,1993,27,24,2103,23.4,2,1,2,0,0,5,0,0.09,0.04,0.13,0.09,0.13,Matches
397,Chris Pontius\Chris-Pontius,us USA,MF,Philadelphia,28,1987,33,32,2552,28.4,12,4,12,0,0,2,0,0.42,0.14,0.56,0.42,0.56,Matches
398,Cameron Porter\Cameron-Porter,us USA,FW,Sporting KC,22,1993,2,0,34,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
399,Alvas Powell\Alvas-Powell,jm JAM,DF,Portland,21,1994,23,23,2011,22.3,0,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,Matches
400,Dillon Powers\Dillon-Powers,us USA,MF,Colorado,24,1991,29,24,2121,23.6,1,4,1,0,0,4,0,0.04,0.17,0.21,0.04,0.21,Matches
401,Alberto Quintero\Alberto-Quintero,pa PAN,MF,San Jose,28,1987,30,29,2211,24.6,3,4,3,0,0,4,1,0.12,0.16,0.28,0.12,0.28,Matches
402,Jordi Quintillà\Jordi-Quintilla,es ESP,MF,Sporting KC,22,1993,6,6,407,4.5,0,1,0,0,0,1,0,0.00,0.22,0.22,0.00,0.22,Matches
403,Rafael Ramos\Rafael-Ramos,pt POR,DF,Orlando City,21,1995,12,12,1013,11.3,0,3,0,0,0,2,0,0.00,0.27,0.27,0.00,0.27,Matches
404,Rodrigo Ramos\Rodrigo-Ramos,br BRA,DFMF,Chicago,20,1995,21,16,1485,16.5,0,2,0,0,0,4,0,0.00,0.12,0.12,0.00,0.12,Matches
405,Tommy Redding\Tommy-Redding,us USA,DF,Orlando City,19,1997,18,16,1346,15.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
406,Dylan Remick\Dylan-Remick,us USA,DF,Seattle,24,1991,11,6,538,6.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
407,Wálter Restrepo\Walter-Restrepo,co COL,MF,Philadelphia,27,1988,4,0,85,0.9,0,1,0,0,0,0,0,0.00,1.06,1.06,0.00,1.06,Matches
408,Pedro Ribeiro\Pedro-Ribeiro,br BRA,MF,Orlando City,25,1990,3,1,154,1.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
409,Tosaint Ricketts\Tosaint-Ricketts,ca CAN,FW,Toronto FC,28,1987,11,4,403,4.5,3,0,3,0,0,1,2,0.67,0.00,0.67,0.67,0.67,Matches
410,Liam Ridgewell\Liam-Ridgewell,eng ENG,DF,Portland,31,1984,22,22,1980,22.0,1,0,1,0,0,6,0,0.05,0.00,0.05,0.05,0.05,Matches
411,Nick Rimando\Nick-Rimando,us USA,GK,Real Salt Lake,36,1979,30,30,2700,30.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
412,Carlos Rivas\Carlos-Rivas,co COL,FWMF,Orlando City,21,1994,21,8,804,8.9,3,3,3,0,0,5,0,0.34,0.34,0.67,0.34,0.67,Matches
413,Octavio Rivero\Octavio-Rivero,uy URU,FW,Vancouver,24,1992,12,9,755,8.4,2,0,2,0,0,4,0,0.24,0.00,0.24,0.24,0.24,Matches
414,Jalen Robinson\Jalen-Robinson,us USA,DF,D.C. United,21,1994,4,3,272,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
415,Luis Robles\Luis-Robles,us USA,GK,NY Red Bulls,31,1984,34,34,3060,34.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
416,David Rocha\David-Rocha,es ESP,MF,Houston,30,1985,4,0,60,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
417,Tony Rocha\Tony-Rocha,bz BLZ,MF,Orlando City,22,1993,8,2,304,3.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
418,Raúl Rodríguez\Raul-Rodriguez,es ESP,DF,Houston,28,1987,25,24,2127,23.6,1,0,1,0,0,3,0,0.04,0.00,0.04,0.04,0.04,Matches
419,Robbie Rogers\Robbie-Rogers,us USA,DF,LA Galaxy,28,1987,21,19,1656,18.4,1,2,1,0,0,2,0,0.05,0.11,0.16,0.05,0.16,Matches
420,Cristian Roldan\Cristian-Roldan,us USA,MF,Seattle,20,1995,33,28,2633,29.3,4,2,4,0,0,2,0,0.14,0.07,0.21,0.14,0.21,Matches
421,Chris Rolfe\Chris-Rolfe,us USA,MFFW,D.C. United,33,1983,9,9,634,7.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
422,David Romney\David-Romney,us USA,DF,LA Galaxy,22,1993,10,8,731,8.1,0,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,Matches
423,Mauro Rosales\Mauro-Rosales,ar ARG,MF,FC Dallas,34,1981,23,4,558,6.2,2,3,2,0,0,2,0,0.32,0.48,0.81,0.32,0.81,Matches
424,Keegan Rosenberry\Keegan-Rosenberry,us USA,DF,Philadelphia,22,1993,34,34,3060,34.0,2,0,2,0,0,0,0,0.06,0.00,0.06,0.06,0.06,Matches
425,Brian Rowe\Brian-Rowe,us USA,GK,LA Galaxy,27,1988,31,30,2765,30.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
426,Kelyn Rowe\Kelyn-Rowe,us USA,MF,New England,24,1991,33,32,2782,30.9,5,6,5,0,0,2,0,0.16,0.19,0.36,0.16,0.36,Matches
427,Daniel Royer\Daniel-Royer,at AUT,MF,NY Red Bulls,25,1990,6,3,275,3.1,1,1,1,0,0,0,0,0.33,0.33,0.65,0.33,0.65,Matches
428,Diego Rubio\Diego-Rubio,cl CHI,FW,Sporting KC,22,1993,15,3,338,3.8,1,0,1,0,0,2,0,0.27,0.00,0.27,0.27,0.27,Matches
429,Carlos Ruíz\Carlos-Ruiz,gt GUA,FW,FC Dallas,36,1979,1,0,14,0.2,1,0,1,0,0,0,0,6.43,0.00,6.43,6.43,6.43,Matches
430,Álvaro Saborío\Alvaro-Saborio,cr CRC,FW,D.C. United,33,1982,19,8,895,9.9,6,1,6,0,0,0,0,0.60,0.10,0.70,0.60,0.70,Matches
431,Mohammed Saeid\Mohammed-Saeid,er ERI,MF,Columbus,25,1990,25,24,2007,22.3,0,5,0,0,0,2,0,0.00,0.22,0.22,0.00,0.22,Matches
432,Michael Salazar\Michael-Salazar,bz BLZ,MFFW,Montreal,23,1992,17,8,712,7.9,2,0,2,0,0,1,0,0.25,0.00,0.25,0.25,0.25,Matches
433,Shea Salinas\Shea-Salinas,us USA,MF,San Jose,29,1986,33,8,1245,13.8,1,5,1,0,0,0,0,0.07,0.36,0.43,0.07,0.43,Matches
434,Lloyd Sam\Lloyd-Sam,gh GHA,MF,D.C. United,31,1984,13,13,960,10.7,3,2,3,0,0,1,0,0.28,0.19,0.47,0.28,0.47,Matches
435,Lloyd Sam\Lloyd-Sam,gh GHA,MF,NY Red Bulls,31,1984,16,13,1048,11.6,1,4,1,0,0,2,0,0.09,0.34,0.43,0.09,0.43,Matches
436,Sambinha\Sambinha,gw GNB,MF,New England,23,1992,2,1,92,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
437,Devon Sandoval\Devon-Sandoval,us USA,FW,Real Salt Lake,24,1991,12,2,234,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
438,C.J. Sapong\CJ-Sapong,us USA,FW,Philadelphia,27,1988,31,29,2531,28.1,7,2,6,1,1,1,0,0.25,0.07,0.32,0.21,0.28,Matches
439,Rodrigo Saravia\Rodrigo-Saravia,gt GUA,DF,Columbus,22,1993,10,1,214,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
440,Kofi Sarkodie\Kofi-Sarkodie,us USA,DF,San Jose,24,1991,13,12,1040,11.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
441,Marcelo Sarvas\Marcelo-Sarvas,br BRA,MF,D.C. United,34,1981,28,26,2243,24.9,1,2,0,1,1,11,1,0.04,0.08,0.12,0.00,0.08,Matches
442,Josh Saunders\Josh-Saunders,pr PUR,GK,NYCFC,34,1981,33,33,2970,33.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
443,Gastón Sauro\Gaston-Sauro,ar ARG,DF,Columbus,25,1990,13,12,917,10.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
444,Chris Schuler\Chris-Schuler,us USA,DF,Real Salt Lake,28,1987,4,3,271,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
445,Zach Scott\Zach-Scott,us USA,DF,Seattle,35,1980,14,9,888,9.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
446,Cole Seiler\Cole-Seiler,us USA,DF,Vancouver,21,1994,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
447,Chris Seitz\Chris-Seitz,us USA,GK,FC Dallas,28,1987,28,28,2520,28.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
448,Dillon Serna\Dillon-Serna,us USA,MFDF,Colorado,21,1994,9,3,284,3.2,1,0,1,0,0,1,0,0.32,0.00,0.32,0.32,0.32,Matches
449,Brek Shea\Brek-Shea,us USA,DFMF,Orlando City,25,1990,27,22,2003,22.3,3,2,3,0,0,9,0,0.13,0.09,0.22,0.13,0.22,Matches
450,Khiry Shelton\Khiry-Shelton,us USA,FW,NYCFC,22,1993,22,13,1160,12.9,4,6,4,0,0,0,0,0.31,0.47,0.78,0.31,0.78,Matches
451,Harry Shipp\Harry-Shipp,us USA,MF,Montreal,24,1991,27,20,1587,17.6,2,3,2,0,0,2,0,0.11,0.17,0.28,0.11,0.28,Matches
452,Bobby Shuttleworth\Bobby-Shuttleworth,us USA,GK,New England,28,1987,21,20,1816,20.2,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
453,Matheus Silva\Matheus-Silva,br BRA,MF,San Jose,19,1996,4,2,140,1.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
454,Seth Sinovic\Seth-Sinovic,us USA,DF,Sporting KC,29,1987,9,6,533,5.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
455,Axel Sjöberg\Axel-Sjoberg,se SWE,DF,Colorado,24,1991,31,31,2771,30.8,2,1,2,0,0,6,0,0.06,0.03,0.10,0.06,0.10,Matches
456,Donnie Smith\Donnie-Smith,us USA,DF,New England,25,1990,3,2,214,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
457,Jordan Smith\Jordan-Smith,cr CRC,DF,Vancouver,24,1991,17,15,1266,14.1,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
458,Luis Solignac\Luis-Solignac,ar ARG,MFFW,Colorado,24,1991,18,12,1106,12.3,3,2,3,0,0,0,0,0.24,0.16,0.41,0.24,0.41,Matches
459,Luis Solignac\Luis-Solignac,ar ARG,FWMF,Chicago,24,1991,13,12,1070,11.9,2,0,2,0,0,1,1,0.17,0.00,0.17,0.17,0.17,Matches
460,Michael Stephens\Michael-Stephens,us USA,MF,Chicago,26,1989,17,11,949,10.5,0,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,Matches
461,Daniel Steres\Daniel-Steres,us USA,DF,LA Galaxy,25,1990,31,29,2656,29.5,1,1,1,0,0,5,0,0.03,0.03,0.07,0.03,0.07,Matches
462,John Stertzer\John-Stertzer,us USA,MF,Real Salt Lake,25,1990,18,9,781,8.7,0,1,0,0,0,0,0,0.00,0.12,0.12,0.00,0.12,Matches
463,Jordan Stewart\Jordan-Stewart,eng ENG,DF,San Jose,33,1982,15,14,1220,13.6,0,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,Matches
464,Brad Stuver\Brad-Stuver,us USA,GK,Columbus,24,1991,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
465,Sunny\Sunny,ng NGA,MF,Real Salt Lake,27,1988,15,15,1106,12.3,1,1,1,0,0,4,0,0.08,0.08,0.16,0.08,0.16,Matches
466,Ben Swanson\Ben-Swanson,us USA,MF,Columbus,18,1997,1,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
467,Andrew Tarbell\Andrew-Tarbell,us USA,GK,San Jose,22,1993,1,1,44,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
468,Amro Tarek\Amro-Tarek,eg EGY,DF,Columbus,23,1992,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
469,Jermaine Taylor\Jermaine-Taylor,jm JAM,DF,Portland,31,1985,23,21,1839,20.4,0,2,0,0,0,4,0,0.00,0.10,0.10,0.00,0.10,Matches
470,Steven Taylor\Steven-Taylor,eng ENG,DF,Portland,30,1986,9,9,810,9.0,1,0,1,0,0,0,0,0.11,0.00,0.11,0.11,0.11,Matches
