Player,Min,year,PlayerName,PlayerID
Marco Farfan\Marco-Farfan,516,2018,Marco Farfan,Marco-Farfan
Marco Ureña\Marco-Urena,1016,2018,Marco Ureña,Marco-Urena
Marcus Epps\Marcus-Epps,606,2018,Marcus Epps,Marcus-Epps
Mariano Miño\Mariano-Mino,26,2018,Mariano Miño,Mariano-Mino
Mark McKenzie\Mark-McKenzie,1629,2018,Mark McKenzie,Mark-McKenzie
Mark Segbers\Mark-Segbers,45,2018,Mark Segbers,Mark-Segbers
Mark-Anthony Kaye\Mark-Anthony-Kaye,1573,2018,Mark-Anthony Kaye,Mark-Anthony-Kaye
Marky Delgado\Marky-Delgado,1983,2018,Marky Delgado,Marky-Delgado
Marlon Hairston\Marlon-Hairston,1104,2018,Marlon Hairston,Marlon-Hairston
Marquinhos Pedroso\Marquinhos-Pedroso,1170,2018,Marquinhos Pedroso,Marquinhos-Pedroso
Mason Toye\Mason-Toye,351,2018,Mason Toye,Mason-Toye
Mathieu Choiniere\Mathieu-Choiniere,87,2018,Mathieu Choiniere,Mathieu-Choiniere
Matt Besler\Matt-Besler,2745,2018,Matt Besler,Matt-Besler
Matt Hedges\Matt-Hedges,2925,2018,Matt Hedges,Matt-Hedges
Matt Lampson\Matt-Lampson,810,2018,Matt Lampson,Matt-Lampson
Matt Polster\Matt-Polster,128,2018,Matt Polster,Matt-Polster
Matt Turner\Matt-Turner,2430,2018,Matt Turner,Matt-Turner
Matteo Mancosu\Matteo-Mancosu,1097,2018,Matteo Mancosu,Matteo-Mancosu
Matthew Real\Matthew-Real,234,2018,Matthew Real,Matthew-Real
Mauro Díaz\Mauro-Diaz,803,2018,Mauro Díaz,Mauro-Diaz
Mauro Manotas\Mauro-Manotas,2627,2018,Mauro Manotas,Mauro-Manotas
Maxime Chanot\Maxime-Chanot,1569,2018,Maxime Chanot,Maxime-Chanot
Maximiliano Moralez\Maximiliano-Moralez,2813,2018,Maximiliano Moralez,Maximiliano-Moralez
Maximiliano Urruti\Maximiliano-Urruti,2733,2018,Maximiliano Urruti,Maximiliano-Urruti
Maynor Figueroa\Maynor-Figueroa,1010,2018,Maynor Figueroa,Maynor-Figueroa
Memo Rodriguez\Memo-Rodriguez,656,2018,Memo Rodriguez,Memo-Rodriguez
Michael Amir Murillo\Michael-Amir-Murillo,1936,2018,Michael Amir Murillo,Michael-Amir-Murillo
Michael Barrios\Michael-Barrios,2530,2018,Michael Barrios,Michael-Barrios
Michael Boxall\Michael-Boxall,2880,2018,Michael Boxall,Michael-Boxall
Michael Bradley\Michael-Bradley,2856,2018,Michael Bradley,Michael-Bradley
Michael Mancienne\Michael-Mancienne,900,2018,Michael Mancienne,Michael-Mancienne
Michael Parkhurst\Michael-Parkhurst,2902,2018,Michael Parkhurst,Michael-Parkhurst
Michael Petrasso\Michael-Petrasso,787,2018,Michael Petrasso,Michael-Petrasso
Michael de Leeuw\Michael-de-Leeuw,451,2018,Michael de Leeuw,Michael-de-Leeuw
Michaël Ciani\Michael-Ciani,1645,2018,Michaël Ciani,Michael-Ciani
Micheal Azira\Micheal-Azira,999,2018,Micheal Azira,Micheal-Azira
Miguel Almirón\Miguel-Almiron,2756,2018,Miguel Almirón,Miguel-Almiron
Miguel Ibarra\Miguel-Ibarra,2710,2018,Miguel Ibarra,Miguel-Ibarra
Mike Grella\Mike-Grella,483,2018,Mike Grella,Mike-Grella
Mikey Ambrose\Mikey-Ambrose,729,2018,Mikey Ambrose,Mikey-Ambrose
Miles Robinson\Miles-Robinson,277,2018,Miles Robinson,Miles-Robinson
Milton Valenzuela\Milton-Valenzuela,2553,2018,Milton Valenzuela,Milton-Valenzuela
Mitchell Taintor\Mitchell-Taintor,90,2018,Mitchell Taintor,Mitchell-Taintor
Mo Adams\Mo-Adams,883,2018,Mo Adams,Mo-Adams
Modou Jadama\Modou-Jadama,28,2018,Modou Jadama,Modou-Jadama
Mohamed El Monir\Mohamed-El-Monir,2089,2018,Mohamed El Monir,Mohamed-El-Monir
Mohammed Abu\Mohammed-Abu,97,2018,Mohammed Abu,Mohammed-Abu
Nedum Onuoha\Nedum-Onuoha,93,2018,Nedum Onuoha,Nedum-Onuoha
Nemanja Nikolić\Nemanja-Nikolic,2435,2018,Nemanja Nikolić,Nemanja-Nikolic
Nick Besler\Nick-Besler,1435,2018,Nick Besler,Nick-Besler
Nick DeLeon\Nick-DeLeon,1064,2018,Nick DeLeon,Nick-DeLeon
Nick Hagglund\Nick-Hagglund,1432,2018,Nick Hagglund,Nick-Hagglund
Nick Lima\Nick-Lima,3048,2018,Nick Lima,Nick-Lima
Nick Rimando\Nick-Rimando,2925,2018,Nick Rimando,Nick-Rimando
Nicolas Hasler\Nicolas-Hasler,1722,2018,Nicolas Hasler,Nicolas-Hasler
Nicolás Lodeiro\Nicolas-Lodeiro,2428,2018,Nicolás Lodeiro,Nicolas-Lodeiro
Nicolás Mezquida\Nicolas-Mezquida,971,2018,Nicolás Mezquida,Nicolas-Mezquida
Niki Jackson\Niki-Jackson,441,2018,Niki Jackson,Niki-Jackson
Niko Hansen\Niko-Hansen,1030,2018,Niko Hansen,Niko-Hansen
Nouhou Tolo\Nouhou-Tolo,2036,2018,Nouhou Tolo,Nouhou-Tolo
Ola Kamara\Ola-Kamara,2689,2018,Ola Kamara,Ola-Kamara
Olivier Mbaizo\Olivier-Mbaizo,84,2018,Olivier Mbaizo,Olivier-Mbaizo
Omar Gaber\Omar-Gaber,258,2018,Omar Gaber,Omar-Gaber
Oniel Fisher\Oniel-Fisher,1832,2018,Oniel Fisher,Oniel-Fisher
Oriol Rosell\Oriol-Rosell,1704,2018,Oriol Rosell,Oriol-Rosell
Osvaldo Alonso\Osvaldo-Alonso,1838,2018,Osvaldo Alonso,Osvaldo-Alonso
PC\PC,418,2018,PC,PC
Pablo Aránguiz\Pablo-Aranguiz,283,2018,Pablo Aránguiz,Pablo-Aranguiz
Pablo Ruíz\Pablo-Ruiz,533,2018,Pablo Ruíz,Pablo-Ruiz
Patrick McLain\Patrick-McLain,403,2018,Patrick McLain,Patrick-McLain
Patrick Mullins\Patrick-Mullins,523,2018,Patrick Mullins,Patrick-Mullins
Paul Arriola\Paul-Arriola,2177,2018,Paul Arriola,Paul-Arriola
Paul Christensen\Paul-Christensen,55,2018,Paul Christensen,Paul-Christensen
Paxton Pomykal\Paxton-Pomykal,127,2018,Paxton Pomykal,Paxton-Pomykal
Pedro Santos\Pedro-Santos,2206,2018,Pedro Santos,Pedro-Santos
Perry Kitchen\Perry-Kitchen,2337,2018,Perry Kitchen,Perry-Kitchen
Philippe Senderos\Philippe-Senderos,607,2018,Philippe Senderos,Philippe-Senderos
Pierre da Silva\Pierre-da-Silva,51,2018,Pierre da Silva,Pierre-da-Silva
Quincy Amarikwa\Quincy-Amarikwa,921,2018,Quincy Amarikwa,Quincy-Amarikwa
R. J. Allen\R-J-Allen,971,2018,R. J. Allen,R-J-Allen
Rafael Ramos\Rafael-Ramos,106,2018,Rafael Ramos,Rafael-Ramos
Raheem Edwards\Raheem-Edwards,1724,2018,Raheem Edwards,Raheem-Edwards
Rasmus Schüller\Rasmus-Schuller,2541,2018,Rasmus Schüller,Rasmus-Schuller
Ray Gaddis\Ray-Gaddis,2299,2018,Ray Gaddis,Ray-Gaddis
Raúl Ruidíaz\Raul-Ruidiaz,1094,2018,Raúl Ruidíaz,Raul-Ruidiaz
Reggie Cannon\Reggie-Cannon,2918,2018,Reggie Cannon,Reggie-Cannon
Reto Ziegler\Reto-Ziegler,2568,2018,Reto Ziegler,Reto-Ziegler
Ricardo Clark\Ricardo-Clark,640,2018,Ricardo Clark,Ricardo-Clark
Richard Sánchez\Richard-Sanchez,2207,2018,Richard Sánchez,Richard-Sanchez
Richie Laryea\Richie-Laryea,258,2018,Richie Laryea,Richie-Laryea
Ricky Lopez-Espin\Ricky-Lopez-Espin,23,2018,Ricky Lopez-Espin,Ricky-Lopez-Espin
Rod Fanni\Rod-Fanni,2289,2018,Rod Fanni,Rod-Fanni
Rodney Wallace\Rodney-Wallace,821,2018,Rodney Wallace,Rodney-Wallace
Rodrigo Pacheco\Rodrigo-Pacheco,18,2018,Rodrigo Pacheco,Rodrigo-Pacheco
Roger Espinoza\Roger-Espinoza,2820,2018,Roger Espinoza,Roger-Espinoza
Roland Lamah\Roland-Lamah,1859,2018,Roland Lamah,Roland-Lamah
Rolf Feltscher\Rolf-Feltscher,1293,2018,Rolf Feltscher,Rolf-Feltscher
Romain Alessandrini\Romain-Alessandrini,1909,2018,Romain Alessandrini,Romain-Alessandrini
Romario Ibarra\Romario-Ibarra,277,2018,Romario Ibarra,Romario-Ibarra
Romario Williams\Romario-Williams,224,2018,Romario Williams,Romario-Williams
Romell Quioto\Romell-Quioto,2245,2018,Romell Quioto,Romell-Quioto
Román Torres\Roman-Torres,692,2018,Román Torres,Roman-Torres
Ronaldo Peña\Ronaldo-Pena,226,2018,Ronaldo Peña,Ronaldo-Pena
Rudy Camacho\Rudy-Camacho,1565,2018,Rudy Camacho,Rudy-Camacho
Russell Canouse\Russell-Canouse,1534,2018,Russell Canouse,Russell-Canouse
Russell Teibert\Russell-Teibert,1606,2018,Russell Teibert,Russell-Teibert
Ryan Hollingshead\Ryan-Hollingshead,775,2018,Ryan Hollingshead,Ryan-Hollingshead
Ryan Meara\Ryan-Meara,270,2018,Ryan Meara,Ryan-Meara
Ryan Telfer\Ryan-Telfer,815,2018,Ryan Telfer,Ryan-Telfer
Rónald Matarrita\Ronald-Matarrita,1370,2018,Rónald Matarrita,Ronald-Matarrita
Saad Abdul-Salaam\Saad-Abdul-Salaam,274,2018,Saad Abdul-Salaam,Saad-Abdul-Salaam
Sacha Kljestan\Sacha-Kljestan,2518,2018,Sacha Kljestan,Sacha-Kljestan
Sal Zizzo\Sal-Zizzo,161,2018,Sal Zizzo,Sal-Zizzo
Sam Nicholson\Sam-Nicholson,2039,2018,Sam Nicholson,Sam-Nicholson
Sam Vines\Sam-Vines,45,2018,Sam Vines,Sam-Vines
Samuel Armenteros\Samuel-Armenteros,1585,2018,Samuel Armenteros,Samuel-Armenteros
Samuel Piette\Samuel-Piette,2998,2018,Samuel Piette,Samuel-Piette
Saphir Taïder\Saphir-Taider,2849,2018,Saphir Taïder,Saphir-Taider
Scott Caldwell\Scott-Caldwell,1516,2018,Scott Caldwell,Scott-Caldwell
Scott Sutter\Scott-Sutter,1563,2018,Scott Sutter,Scott-Sutter
Sean Davis\Sean-Davis,2574,2018,Sean Davis,Sean-Davis
Sean Franklin\Sean-Franklin,833,2018,Sean Franklin,Sean-Franklin
Sean Johnson\Sean-Johnson,2880,2018,Sean Johnson,Sean-Johnson
Sebastian Giovinco\Sebastian-Giovinco,2385,2018,Sebastian Giovinco,Sebastian-Giovinco
Sebastian Lletget\Sebastian-Lletget,1878,2018,Sebastian Lletget,Sebastian-Lletget
Sebastien Ibeagha\Sebastien-Ibeagha,1724,2018,Sebastien Ibeagha,Sebastien-Ibeagha
Sebastián Blanco\Sebastian-Blanco,2559,2018,Sebastián Blanco,Sebastian-Blanco
Sebastián Saucedo\Sebastian-Saucedo,1039,2018,Sebastián Saucedo,Sebastian-Saucedo
Servando Carrasco\Servando-Carrasco,1004,2018,Servando Carrasco,Servando-Carrasco
Seth Sinovic\Seth-Sinovic,1648,2018,Seth Sinovic,Seth-Sinovic
Shaft Brewer\Shaft-Brewer,32,2018,Shaft Brewer,Shaft-Brewer
Shamit Shome\Shamit-Shome,251,2018,Shamit Shome,Shamit-Shome
Shane O'Neill\Shane-ONeill,1117,2018,Shane O'Neill,Shane-ONeill
Shawn Barry\Shawn-Barry,202,2018,Shawn Barry,Shawn-Barry
Shea Salinas\Shea-Salinas,1820,2018,Shea Salinas,Shea-Salinas
Sheanon Williams\Sheanon-Williams,158,2018,Sheanon Williams,Sheanon-Williams
Shkëlzen Gashi\Shkelzen-Gashi,818,2018,Shkëlzen Gashi,Shkelzen-Gashi
Simon Colyn\Simon-Colyn,5,2018,Simon Colyn,Simon-Colyn
Stefan Aigner\Stefan-Aigner,12,2018,Stefan Aigner,Stefan-Aigner
Stefan Cleveland\Stefan-Cleveland,450,2018,Stefan Cleveland,Stefan-Cleveland
Stefan Frei\Stefan-Frei,2970,2018,Stefan Frei,Stefan-Frei
Stefan Marinovic\Stefan-Marinovic,2160,2018,Stefan Marinovic,Stefan-Marinovic
Stefano Bonomo\Stefano-Bonomo,2,2018,Stefano Bonomo,Stefano-Bonomo
Stefano Pinho\Stefano-Pinho,608,2018,Stefano Pinho,Stefano-Pinho
Steve Birnbaum\Steve-Birnbaum,3060,2018,Steve Birnbaum,Steve-Birnbaum
Steve Clark\Steve-Clark,848,2018,Steve Clark,Steve-Clark
Steven Beitashour\Steven-Beitashour,2641,2018,Steven Beitashour,Steven-Beitashour
Sunny\Sunny,1416,2018,Sunny,Sunny
Taylor Peay\Taylor-Peay,1,2018,Taylor Peay,Taylor-Peay
Teal Bunbury\Teal-Bunbury,2559,2018,Teal Bunbury,Teal-Bunbury
Tesho Akindele\Tesho-Akindele,586,2018,Tesho Akindele,Tesho-Akindele
Thomas McNamara\Thomas-McNamara,371,2018,Thomas McNamara,Thomas-McNamara
Tim Howard\Tim-Howard,2899,2018,Tim Howard,Tim-Howard
Tim Melia\Tim-Melia,3060,2018,Tim Melia,Tim-Melia
Tim Parker\Tim-Parker,2610,2018,Tim Parker,Tim-Parker
Tomas Hilliard-Arce\Tomas-Hilliard-Arce,302,2018,Tomas Hilliard-Arce,Tomas-Hilliard-Arce
Tommy Redding\Tommy-Redding,90,2018,Tommy Redding,Tommy-Redding
Tommy Smith\Tommy-Smith,2969,2018,Tommy Smith,Tommy-Smith
Tommy Thompson\Tommy-Thompson,634,2018,Tommy Thompson,Tommy-Thompson
Tomás Conechny\Tomas-Conechny,74,2018,Tomás Conechny,Tomas-Conechny
Tomás Martínez\Tomas-Martinez,2438,2018,Tomás Martínez,Tomas-Martinez
Tony Alfaro\Tony-Alfaro,220,2018,Tony Alfaro,Tony-Alfaro
Tony Rocha\Tony-Rocha,819,2018,Tony Rocha,Tony-Rocha
Tony Tchani\Tony-Tchani,826,2018,Tony Tchani,Tony-Tchani
Tosaint Ricketts\Tosaint-Ricketts,611,2018,Tosaint Ricketts,Tosaint-Ricketts
Tristan Blackmon\Tristan-Blackmon,496,2018,Tristan Blackmon,Tristan-Blackmon
Tyler Adams\Tyler-Adams,2328,2018,Tyler Adams,Tyler-Adams
Tyler Deric\Tyler-Deric,180,2018,Tyler Deric,Tyler-Deric
Tyler Miller\Tyler-Miller,2970,2018,Tyler Miller,Tyler-Miller
Tyrone Mears\Tyrone-Mears,882,2018,Tyrone Mears,Tyrone-Mears
Ulises Segura\Ulises-Segura,1293,2018,Ulises Segura,Ulises-Segura
Valentín Castellanos\Valentin-Castellanos,446,2018,Valentín Castellanos,Valentin-Castellanos
Valeri Qazaishvili\Valeri-Qazaishvili,2710,2018,Valeri Qazaishvili,Valeri-Qazaishvili
Victor Arboleda\Victor-Arboleda,32,2018,Victor Arboleda,Victor-Arboleda
Victor Ulloa\Victor-Ulloa,2166,2018,Victor Ulloa,Victor-Ulloa
Vincent Bezecourt\Vincent-Bezecourt,396,2018,Vincent Bezecourt,Vincent-Bezecourt
Vytas Andriuškevičius\Vytas-Andriuskevicius,24,2018,Vytas Andriuškevičius,Vytas-Andriuskevicius
Víctor Cabrera\Victor-Cabrera,922,2018,Víctor Cabrera,Victor-Cabrera
Víctor Rodríguez\Victor-Rodriguez,1257,2018,Víctor Rodríguez,Victor-Rodriguez
Víctor Vázquez\Victor-Vazquez,1430,2018,Víctor Vázquez,Victor-Vazquez
Walker Zimmerman\Walker-Zimmerman,2319,2018,Walker Zimmerman,Walker-Zimmerman
Wan Kuzain\Wan-Kuzain,310,2018,Wan Kuzain,Wan-Kuzain
Warren Creavalle\Warren-Creavalle,689,2018,Warren Creavalle,Warren-Creavalle
Waylon Francis\Waylon-Francis,585,2018,Waylon Francis,Waylon-Francis
Wayne Rooney\Wayne-Rooney,1639,2018,Wayne Rooney,Wayne-Rooney
Wil Trapp\Wil-Trapp,2619,2018,Wil Trapp,Wil-Trapp
Wilfried Zahibo\Wilfried-Zahibo,1941,2018,Wilfried Zahibo,Wilfried-Zahibo
Will Bruin\Will-Bruin,1797,2018,Will Bruin,Will-Bruin
Will Johnson\Will-Johnson,2187,2018,Will Johnson,Will-Johnson
Wyatt Omsberg\Wyatt-Omsberg,387,2018,Wyatt Omsberg,Wyatt-Omsberg
Yamil Asad\Yamil-Asad,2359,2018,Yamil Asad,Yamil-Asad
Yangel Herrera\Yangel-Herrera,1111,2018,Yangel Herrera,Yangel-Herrera
Yannick Boli\Yannick-Boli,769,2018,Yannick Boli,Yannick-Boli
Yeferson Quintana\Yeferson-Quintana,791,2018,Yeferson Quintana,Yeferson-Quintana
Yohan Croizet\Yohan-Croizet,1591,2018,Yohan Croizet,Yohan-Croizet
Yordy Reyna\Yordy-Reyna,1871,2018,Yordy Reyna,Yordy-Reyna
Yoshimar Yotún\Yoshimar-Yotun,1969,2018,Yoshimar Yotún,Yoshimar-Yotun
Yura Movsisyan\Yura-Movsisyan,62,2018,Yura Movsisyan,Yura-Movsisyan
Zac MacMath\Zac-MacMath,159,2018,Zac MacMath,Zac-MacMath
Zachary Herivaux\Zachary-Herivaux,158,2018,Zachary Herivaux,Zachary-Herivaux
Zack Steffen\Zack-Steffen,2610,2018,Zack Steffen,Zack-Steffen
Zarek Valentin\Zarek-Valentin,2723,2018,Zarek Valentin,Zarek-Valentin
Zlatan Ibrahimović\Zlatan-Ibrahimovic,2142,2018,Zlatan Ibrahimović,Zlatan-Ibrahimovic
Zoltán Stieber\Zoltan-Stieber,1827,2018,Zoltán Stieber,Zoltan-Stieber
A.J. DeLaGarza\AJ-DeLaGarza,1991,2019,A.J. DeLaGarza,AJ-DeLaGarza
Aaron Herrera\Aaron-Herrera,2768,2019,Aaron Herrera,Aaron-Herrera
Aaron Long\Aaron-Long,2115,2019,Aaron Long,Aaron-Long
Abdul Rwatubyaye\Abdul-Rwatubyaye,165,2019,Abdul Rwatubyaye,Abdul-Rwatubyaye
Aboubacar Keita\Aboubacar-Keita,802,2019,Aboubacar Keita,Aboubacar-Keita
Abu Danladi\Abu-Danladi,718,2019,Abu Danladi,Abu-Danladi
Adam Lundqvist\Adam-Lundqvist,2388,2019,Adam Lundqvist,Adam-Lundqvist
Adama Diomande\Adama-Diomande,1436,2019,Adama Diomande,Adama-Diomande
Adrian Zendejas\Adrian-Zendejas,90,2019,Adrian Zendejas,Adrian-Zendejas
Adrien Perez\Adrien-Perez,215,2019,Adrien Perez,Adrien-Perez
Akeem Ward\Akeem-Ward,47,2019,Akeem Ward,Akeem-Ward
Albert Rusnák\Albert-Rusnak,2450,2019,Albert Rusnák,Albert-Rusnak
Alberth Elis\Alberth-Elis,1923,2019,Alberth Elis,Alberth-Elis
Alejandro Bedoya\Alejandro-Bedoya,2833,2019,Alejandro Bedoya,Alejandro-Bedoya
Alejandro Fuenmayor\Alejandro-Fuenmayor,698,2019,Alejandro Fuenmayor,Alejandro-Fuenmayor
Alejandro Pozuelo\Alejandro-Pozuelo,2518,2019,Alejandro Pozuelo,Alejandro-Pozuelo
Aleksandar Katai\Aleksandar-Katai,2100,2019,Aleksandar Katai,Aleksandar-Katai
Alex Bono\Alex-Bono,556,2019,Alex Bono,Alex-Bono
Alex Crognale\Alex-Crognale,884,2019,Alex Crognale,Alex-Crognale
Alex DeJohn\Alex-DeJohn,403,2019,Alex DeJohn,Alex-DeJohn
Alex Muyl\Alex-Muyl,1398,2019,Alex Muyl,Alex-Muyl
Alex Roldan\Alex-Roldan,443,2019,Alex Roldan,Alex-Roldan
Alexander Callens\Alexander-Callens,2160,2019,Alexander Callens,Alexander-Callens
Alexander Ring\Alexander-Ring,2790,2019,Alexander Ring,Alexander-Ring
Alexandru Mitriță\Alexandru-Mitrita,2127,2019,Alexandru Mitriță,Alexandru-Mitrita
Alfonso Ocampo-Chavez\Alfonso-Ocampo-Chavez,82,2019,Alfonso Ocampo-Chavez,Alfonso-Ocampo-Chavez
Ali Adnan Kadhim\Ali-Adnan-Kadhim,2410,2019,Ali Adnan Kadhim,Ali-Adnan-Kadhim
Aljaž Struna\Aljaz-Struna,2610,2019,Aljaž Struna,Aljaz-Struna
Allan Cruz\Allan-Cruz,1734,2019,Allan Cruz,Allan-Cruz
Alvas Powell\Alvas-Powell,969,2019,Alvas Powell,Alvas-Powell
Amando Moreno\Amando-Moreno,82,2019,Amando Moreno,Amando-Moreno
Amar Sejdic\Amar-Sejdic,67,2019,Amar Sejdic,Amar-Sejdic
Amro Tarek\Amro-Tarek,1471,2019,Amro Tarek,Amro-Tarek
Andre Blake\Andre-Blake,2303,2019,Andre Blake,Andre-Blake
Andre Shinyashiki\Andre-Shinyashiki,1672,2019,Andre Shinyashiki,Andre-Shinyashiki
Andreas Ivan\Andreas-Ivan,490,2019,Andreas Ivan,Andreas-Ivan
Andreu Fontàs\Andreu-Fontas,967,2019,Andreu Fontàs,Andreu-Fontas
Andrew Carleton\Andrew-Carleton,67,2019,Andrew Carleton,Andrew-Carleton
Andrew Farrell\Andrew-Farrell,2602,2019,Andrew Farrell,Andrew-Farrell
Andrew Gutman\Andrew-Gutman,483,2019,Andrew Gutman,Andrew-Gutman
Andrew Putna\Andrew-Putna,450,2019,Andrew Putna,Andrew-Putna
Andrew Wooten\Andrew-Wooten,352,2019,Andrew Wooten,Andrew-Wooten
André Horta\Andre-Horta,184,2019,André Horta,Andre-Horta
Andrés Flores\Andres-Flores,778,2019,Andrés Flores,Andres-Flores
Andrés Ríos\Andres-Rios,270,2019,Andrés Ríos,Andres-Rios
Andy Polo\Andy-Polo,1047,2019,Andy Polo,Andy-Polo
Andy Rose\Andy-Rose,1851,2019,Andy Rose,Andy-Rose
Angelo Rodríguez\Angelo-Rodriguez,1745,2019,Angelo Rodríguez,Angelo-Rodriguez
Anthony Fontana\Anthony-Fontana,127,2019,Anthony Fontana,Anthony-Fontana
Anthony Jackson-Hamel\Anthony-Jackson-Hamel,623,2019,Anthony Jackson-Hamel,Anthony-Jackson-Hamel
Anton Tinnerholm\Anton-Tinnerholm,2631,2019,Anton Tinnerholm,Anton-Tinnerholm
Antonio Delamea Mlinar\Antonio-Delamea-Mlinar,1366,2019,Antonio Delamea Mlinar,Antonio-Delamea-Mlinar
Aníbal Godoy\Anibal-Godoy,1343,2019,Aníbal Godoy,Anibal-Godoy
Artur\Artur,2450,2019,Artur,Artur
Ashtone Morgan\Ashtone-Morgan,313,2019,Ashtone Morgan,Ashtone-Morgan
Auro\Auro,1883,2019,Auro,Auro
Aurélien Collin\Aurelien-Collin,529,2019,Aurélien Collin,Aurelien-Collin
Auston Trusty\Auston-Trusty,1965,2019,Auston Trusty,Auston-Trusty
Axel Sjöberg\Axel-Sjoberg,435,2019,Axel Sjöberg,Axel-Sjoberg
Ayo Akinola\Ayo-Akinola,257,2019,Ayo Akinola,Ayo-Akinola
Bacary Sagna\Bacary-Sagna,2179,2019,Bacary Sagna,Bacary-Sagna
Ballou Tabla\Ballou-Tabla,129,2019,Ballou Tabla,Ballou-Tabla
Bastian Schweinsteiger\Bastian-Schweinsteiger,2675,2019,Bastian Schweinsteiger,Bastian-Schweinsteiger
Ben Sweat\Ben-Sweat,1266,2019,Ben Sweat,Ben-Sweat
Benji Michel\Benji-Michel,947,2019,Benji Michel,Benji-Michel
Benny Feilhaber\Benny-Feilhaber,1719,2019,Benny Feilhaber,Benny-Feilhaber
Bill Hamid\Bill-Hamid,2970,2019,Bill Hamid,Bill-Hamid
Bill Tuiloma\Bill-Tuiloma,1920,2019,Bill Tuiloma,Bill-Tuiloma
Bojan Krkić\Bojan-Krkic,606,2019,Bojan Krkić,Bojan-Krkic
Boniek García\Boniek-Garcia,2577,2019,Boniek García,Boniek-Garcia
Botond Baráth\Botond-Barath,1748,2019,Botond Baráth,Botond-Barath
Brad Guzan\Brad-Guzan,3060,2019,Brad Guzan,Brad-Guzan
Brad Knighton\Brad-Knighton,663,2019,Brad Knighton,Brad-Knighton
Brad Smith\Brad-Smith,1972,2019,Brad Smith,Brad-Smith
Brad Stuver\Brad-Stuver,450,2019,Brad Stuver,Brad-Stuver
Bradley Wright-Phillips\Bradley-Wright-Phillips,1110,2019,Bradley Wright-Phillips,Bradley-Wright-Phillips
Brandon Bye\Brandon-Bye,2655,2019,Brandon Bye,Brandon-Bye
Brandon Servania\Brandon-Servania,1119,2019,Brandon Servania,Brandon-Servania
Brandon Vazquez\Brandon-Vazquez,638,2019,Brandon Vazquez,Brandon-Vazquez
Brandt Bronico\Brandt-Bronico,1866,2019,Brandt Bronico,Brandt-Bronico
Brek Shea\Brek-Shea,911,2019,Brek Shea,Brek-Shea
Brendan McDonough\Brendan-McDonough,65,2019,Brendan McDonough,Brendan-McDonough
Brenden Aaronson\Brenden-Aaronson,1706,2019,Brenden Aaronson,Brenden-Aaronson
Brent Kallman\Brent-Kallman,1283,2019,Brent Kallman,Brent-Kallman
Bressan\Bressan,1120,2019,Bressan,Bressan
Brett Levis\Brett-Levis,334,2019,Brett Levis,Brett-Levis
Brian Fernández\Brian-Fernandez,1409,2019,Brian Fernández,Brian-Fernandez
Brian Rodríguez\Brian-Rodriguez,384,2019,Brian Rodríguez,Brian-Rodriguez
Brian Rowe\Brian-Rowe,2880,2019,Brian Rowe,Brian-Rowe
Brian White\Brian-White,1336,2019,Brian White,Brian-White
Brian Wright\Brian-Wright,12,2019,Brian Wright,Brian-Wright
Brooks Lennon\Brooks-Lennon,1547,2019,Brooks Lennon,Brooks-Lennon
Bryan Acosta\Bryan-Acosta,2073,2019,Bryan Acosta,Bryan-Acosta
Bryan Reynolds\Bryan-Reynolds,119,2019,Bryan Reynolds,Bryan-Reynolds
C.J. Sapong\CJ-Sapong,2547,2019,C.J. Sapong,CJ-Sapong
Caleb Stanko\Caleb-Stanko,1439,2019,Caleb Stanko,Caleb-Stanko
Carles Gil\Carles-Gil,3051,2019,Carles Gil,Carles-Gil
Carlos Ascues\Carlos-Ascues,1111,2019,Carlos Ascues,Carlos-Ascues
Carlos Coronel\Carlos-Coronel,320,2019,Carlos Coronel,Carlos-Coronel
Carlos Fierro\Carlos-Fierro,229,2019,Carlos Fierro,Carlos-Fierro
Carlos Gruezo\Carlos-Gruezo,783,2019,Carlos Gruezo,Carlos-Gruezo
Carlos Vela\Carlos-Vela,2723,2019,Carlos Vela,Carlos-Vela
Carter Manley\Carter-Manley,90,2019,Carter Manley,Carter-Manley
Chad Marshall\Chad-Marshall,720,2019,Chad Marshall,Chad-Marshall
Chase Gasper\Chase-Gasper,1293,2019,Chase Gasper,Chase-Gasper
Chris Durkin\Chris-Durkin,640,2019,Chris Durkin,Chris-Durkin
Chris Duvall\Chris-Duvall,90,2019,Chris Duvall,Chris-Duvall
Chris Mavinga\Chris-Mavinga,2112,2019,Chris Mavinga,Chris-Mavinga
Chris McCann\Chris-McCann,318,2019,Chris McCann,Chris-McCann
Chris Mueller\Chris-Mueller,1370,2019,Chris Mueller,Chris-Mueller
Chris Odoi-Atsem\Chris-Odoi-Atsem,135,2019,Chris Odoi-Atsem,Chris-Odoi-Atsem
Chris Pontius\Chris-Pontius,703,2019,Chris Pontius,Chris-Pontius
Chris Seitz\Chris-Seitz,90,2019,Chris Seitz,Chris-Seitz
Chris Wondolowski\Chris-Wondolowski,1977,2019,Chris Wondolowski,Chris-Wondolowski
Christian Ramirez\Christian-Ramirez,1622,2019,Christian Ramirez,Christian-Ramirez
Claude Dielna\Claude-Dielna,1087,2019,Claude Dielna,Claude-Dielna
Clement Bayiha\Clement-Bayiha,473,2019,Clement Bayiha,Clement-Bayiha
